filename,content,python
HumanEval_82_convert.evy,"func prime_lengthstring
    //""Write a function that takes a string and returns True if the string
    //    length is a prime number or False otherwise
    //    Examples
    //    prime_length('Hello') == True
    //    prime_length('abcdcba') == True
    //    prime_length('kittens') == True
    //    prime_length('orange') == False
    //    ""
    l := .len (string_)
    if l == 0 l == 1 or
        return false
    end
        if l % i == 0
            return false
        end
    end
    return true

end
func checkcandidate
    assert .candidate (""Hello"") == true
    assert .candidate (""abcdcba"") == true
    assert .candidate (""kittens"") == true
    assert .candidate (""orange"") == false
    assert .candidate (""wow"") == true
    assert .candidate (""world"") == true
    assert .candidate (""MadaM"") == true
    assert .candidate (""Wow"") == true
    assert .candidate ("""") == false
    assert .candidate (""HI"") == true
    assert .candidate (""go"") == true
    assert .candidate (""gogo"") == false
    assert .candidate (""aaaaaaaaaaaaaaa"") == false
    assert .candidate (""Madam"") == true
    assert .candidate (""M"") == false
    assert .candidate (""0"") == false

end
.check (prime_length)",
HumanEval_161_convert.evy,"func solves
    //""You are given a string s.
    //    if s[i] is a letter, reverse its case from lower to upper or vise versa, 
    //    otherwise keep it as it is.
    //    If the string contains no letters, reverse the string.
    //    The function should return the resulted string.
    //    Examples
    //    solve(""1234"") = ""4321""
    //    solve(""ab"") = ""AB""
    //    solve(""#a@C"") = ""#A@c""
    //    ""
    flg := 0
    idx := 0
    new_str := .list (s)
        if i.isalpha ()
            new_stridx := i.swapcase ()
            flg = 1
        end
        idx = idx + 1
    end
    s := """"
        s = s + i
    end
    if flg == 0
        return s[.len (s):]
    end
    return s

end
func checkcandidate
    assert .candidate (""AsDf"") == ""aSdF""
    assert .candidate (""1234"") == ""4321""
    assert .candidate (""ab"") == ""AB""
    assert .candidate (""#a@C"") == ""#A@c""
    assert .candidate (""#AsdfW^45"") == ""#aSDFw^45""
    assert .candidate (""#6@2"") == ""2@6#""
    assert .candidate (""#$a^D"") == ""#$A^d""
    assert .candidate (""#ccc"") == ""#CCC""

end
.check (solve)",
HumanEval_63_convert.evy,"func fibfibn:int
    //""The FibFib number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    //    fibfib(0) == 0
    //    fibfib(1) == 0
    //    fibfib(2) == 1
    //    fibfib(n) == fibfib(n-1) + fibfib(n-2) + fibfib(n-3).
    //    Please write a function to efficiently compute the n-th element of the fibfib number sequence.
    //    >>> fibfib(1)
    //    0
    //    >>> fibfib(5)
    //    4
    //    >>> fibfib(8)
    //    24
    //    ""
    if n == 0
        return 0
    end
    if n == 1
        return 0
    end
    if n == 2
        return 1
    end
    return .fibfib (n - 1) + .fibfib (n - 2) + .fibfib (n - 3)

end
METADATA := {}
func checkcandidate
    assert .candidate (2) == 1
    assert .candidate (1) == 0
    assert .candidate (5) == 4
    assert .candidate (8) == 24
    assert .candidate (10) == 81
    assert .candidate (12) == 274
    assert .candidate (14) == 927

end
.check (fibfib)",
HumanEval_13_convert.evy,"func greatest_common_divisor:int a:int b:int
    //"" Return a greatest common divisor of two integers a and b
    //    >>> greatest_common_divisor(3, 5)
    //    1
    //    >>> greatest_common_divisor(25, 15)
    //    5
    //    ""
    while b
        [a b ] := [b a % b ]
    end
    return a

end
METADATA := {""author"":""jt"" ""dataset"":""test""}
func checkcandidate
    assert .candidate (3 7) == 1
    assert .candidate (10 15) == 5
    assert .candidate (49 14) == 7
    assert .candidate (144 60) == 12

end
.check (greatest_common_divisor)",
HumanEval_111_convert.evy,"func histogramtest
    //""Given a string representing a space separated lowercase letters, return a dictionary
    //    of the letter with the most repetition and containing the corresponding count.
    //    If several letters have the same occurrence, return all of them.
    //    
    //    Example:
    //    histogram('a b c') == {'a': 1, 'b': 1, 'c': 1}
    //    histogram('a b b a') == {'a': 2, 'b': 2}
    //    histogram('a b c a b') == {'a': 2, 'b': 2}
    //    histogram('b b b b a') == {'b': 4}
    //    histogram('') == {}
    //
    //    ""
    dict1 := {}
    list1 := test.split ("" "")
    t := 0
        if list1.count (i) > t i != """" and
            t = list1.count (i)
        end
    end
    if t > 0
            if list1.count (i) == t
                dict1i := t
            end
        end
    end
    return dict1

end
func checkcandidate
    assert .candidate (""a b b a"") == {""a"":2 ""b"":2}
    assert .candidate (""a b c a b"") == {""a"":2 ""b"":2}
    assert .candidate (""a b c d g"") == {""a"":1 ""b"":1 ""c"":1 ""d"":1 ""g"":1}
    assert .candidate (""r t g"") == {""r"":1 ""t"":1 ""g"":1}
    assert .candidate (""b b b b a"") == {""b"":4}
    assert .candidate (""r t g"") == {""r"":1 ""t"":1 ""g"":1}
    assert .candidate ("""") == {}
    assert .candidate (""a"") == {""a"":1}

end
.check (histogram)",
HumanEval_8_convert.evy,"func sum_product:Tuple[int int ] numbers:[]int
    //"" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    //    Empty sum should be equal to 0 and empty product should be equal to 1.
    //    >>> sum_product([])
    //    (0, 1)
    //    >>> sum_product([1, 2, 3, 4])
    //    (10, 24)
    //    ""
    sum_value := 0
    prod_value := 1
        sum_value = sum_value + n
        prod_value = prod_value * n
    end
    return [sum_value prod_value ]

end
METADATA := {""author"":""jt"" ""dataset"":""test""}
func checkcandidate
    assert .candidate ([]) == [0 1 ]
    assert .candidate ([1 1 1 ]) == [3 1 ]
    assert .candidate ([100 0 ]) == [100 0 ]
    assert .candidate ([3 5 7 ]) == [3 + 5 + 7 3 * 5 * 7 ]
    assert .candidate ([10 ]) == [10 10 ]

end
.check (sum_product)",
HumanEval_87_convert.evy,"func get_rowlst x
    //""
    //    You are given a 2 dimensional data, as a nested lists,
    //    which is similar to matrix, however, unlike matrices,
    //    each row may contain a different number of columns.
    //    Given lst, and integer x, find integers x in the list,
    //    and return list of tuples, [(x1, y1), (x2, y2) ...] such that
    //    each tuple is a coordinate - (row, columns), starting with 0.
    //    Sort coordinates initially by rows in ascending order.
    //    Also, sort coordinates of the row by columns in descending order.
    //    
    //    Examples:
    //    get_row([
    //      [1,2,3,4,5,6],
    //      [1,2,3,4,1,6],
    //      [1,2,3,4,5,1]
    //    ], 1) == [(0, 0), (1, 4), (1, 0), (2, 5), (2, 0)]
    //    get_row([], 1) == []
    //    get_row([[], [1], [1, 2, 3]], 3) == [(2, 2)]
    //    ""
    coords := __evy_listcomp_ := []
    for i := .range (.len (lst)):
    for j := .range (.len (lsti)):
    return .sorted (.sorted (coords))

end
func checkcandidate
    assert .candidate ([[1 2 3 4 5 6 ] [1 2 3 4 1 6 ] [1 2 3 4 5 1 ] ] 1) == [[0 0 ] [1 4 ] [1 0 ] [2 5 ] [2 0 ] ]
    assert .candidate ([[1 2 3 4 5 6 ] [1 2 3 4 5 6 ] [1 2 3 4 5 6 ] [1 2 3 4 5 6 ] [1 2 3 4 5 6 ] [1 2 3 4 5 6 ] ] 2) == [[0 1 ] [1 1 ] [2 1 ] [3 1 ] [4 1 ] [5 1 ] ]
    assert .candidate ([[1 2 3 4 5 6 ] [1 2 3 4 5 6 ] [1 1 3 4 5 6 ] [1 2 1 4 5 6 ] [1 2 3 1 5 6 ] [1 2 3 4 1 6 ] [1 2 3 4 5 1 ] ] 1) == [[0 0 ] [1 0 ] [2 1 ] [2 0 ] [3 2 ] [3 0 ] [4 3 ] [4 0 ] [5 4 ] [5 0 ] [6 5 ] [6 0 ] ]
    assert .candidate ([] 1) == []
    assert .candidate ([[1 ] ] 2) == []
    assert .candidate ([[] [1 ] [1 2 3 ] ] 3) == [[2 2 ] ]
    assert true

end
.check (get_row)",
HumanEval_108_convert.evy,"func count_numsarr
    //""
    //    Write a function count_nums which takes an array of integers and returns
    //    the number of elements which has a sum of digits > 0.
    //    If a number is negative, then its first signed digit will be negative:
    //    e.g. -123 has signed digits -1, 2, and 3.
    //    >>> count_nums([]) == 0
    //    >>> count_nums([-1, 11, -11]) == 1
    //    >>> count_nums([1, 1, 2]) == 3
    //    ""
    func digits_sumn
        neg := 1
        if n < 0
            [n neg ] := [-1 * n -1 ]
        end
        n := __evy_listcomp_ := []
        for i := .str (n):
        n0 := n0 * neg
        return .sum (n)
    
    end
    return .len (.list (.filter (__lambda_3 __evy_listcomp_ := []
    for i := arr:
    )))

end
func checkcandidate
    assert .candidate ([]) == 0
    assert .candidate ([-1 -2 0 ]) == 0
    assert .candidate ([1 1 2 -2 3 4 5 ]) == 6
    assert .candidate ([1 6 9 -6 0 1 5 ]) == 5
    assert .candidate ([1 100 98 -7 1 -1 ]) == 4
    assert .candidate ([12 23 34 -45 -56 0 ]) == 5
    assert .candidate ([-0 pow 1 0 ]) == 1
    assert .candidate ([1 ]) == 1
    assert true

end
.check (count_nums)",
HumanEval_156_convert.evy,"func int_to_mini_romannumber
    //""
    //    Given a positive integer, obtain its roman numeral equivalent as a string,
    //    and return it in lowercase.
    //    Restrictions: 1 <= num <= 1000
    //
    //    Examples:
    //    >>> int_to_mini_roman(19) == 'xix'
    //    >>> int_to_mini_roman(152) == 'clii'
    //    >>> int_to_mini_roman(426) == 'cdxxvi'
    //    ""
    num_ := [1 4 5 9 10 40 50 90 100 400 500 900 1000 ]
    sym := [""I"" ""IV"" ""V"" ""IX"" ""X"" ""XL"" ""L"" ""XC"" ""C"" ""CD"" ""D"" ""CM"" ""M"" ]
    i := 12
    res := """"
    while number
        div := None number num_i
        number = number % num_i
        while div
            res = res + symi
            div = div - 1
        end
        i = i - 1
    end
    return res.lower ()

end
func checkcandidate
    assert .candidate (19) == ""xix""
    assert .candidate (152) == ""clii""
    assert .candidate (251) == ""ccli""
    assert .candidate (426) == ""cdxxvi""
    assert .candidate (500) == ""d""
    assert .candidate (1) == ""i""
    assert .candidate (4) == ""iv""
    assert .candidate (43) == ""xliii""
    assert .candidate (90) == ""xc""
    assert .candidate (94) == ""xciv""
    assert .candidate (532) == ""dxxxii""
    assert .candidate (900) == ""cm""
    assert .candidate (994) == ""cmxciv""
    assert .candidate (1000) == ""m""
    assert true

end
.check (int_to_mini_roman)",
HumanEval_54_convert.evy,"func same_charss0:string s1:string
    //""
    //    Check if two words have the same characters.
    //    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc')
    //    True
    //    >>> same_chars('abcd', 'dddddddabc')
    //    True
    //    >>> same_chars('dddddddabc', 'abcd')
    //    True
    //    >>> same_chars('eabcd', 'dddddddabc')
    //    False
    //    >>> same_chars('abcd', 'dddddddabce')
    //    False
    //    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddddabc')
    //    False
    //    ""
    return .set (s0) == .set (s1)

end
METADATA := {}
func checkcandidate
    assert .candidate (""eabcdzzzz"" ""dddzzzzzzzddeddabc"") == true
    assert .candidate (""abcd"" ""dddddddabc"") == true
    assert .candidate (""dddddddabc"" ""abcd"") == true
    assert .candidate (""eabcd"" ""dddddddabc"") == false
    assert .candidate (""abcd"" ""dddddddabcf"") == false
    assert .candidate (""eabcdzzzz"" ""dddzzzzzzzddddabc"") == false
    assert .candidate (""aabb"" ""aaccc"") == false

end
.check (same_chars)",
HumanEval_24_convert.evy,"func largest_divisor:int n:int
    //"" For a given number n, find the largest number that divides n evenly, smaller than n
    //    >>> largest_divisor(15)
    //    5
    //    ""
        if n % i == 0
            return i
        end
    end

end
METADATA := {""author"":""jt"" ""dataset"":""test""}
func checkcandidate
    assert .candidate (3) == 1
    assert .candidate (7) == 1
    assert .candidate (10) == 5
    assert .candidate (100) == 50
    assert .candidate (49) == 7

end
.check (largest_divisor)",
HumanEval_126_convert.evy,,
HumanEval_38_convert.evy,,
HumanEval_48_convert.evy,"func is_palindrometext:string
    //""
    //    Checks if given string is a palindrome
    //    >>> is_palindrome('')
    //    True
    //    >>> is_palindrome('aba')
    //    True
    //    >>> is_palindrome('aaaaa')
    //    True
    //    >>> is_palindrome('zbcd')
    //    False
    //    ""
        if texti != text.len (text) - 1 - i
            return false
        end
    end
    return true

end
METADATA := {}
func checkcandidate
    assert .candidate ("""") == true
    assert .candidate (""aba"") == true
    assert .candidate (""aaaaa"") == true
    assert .candidate (""zbcd"") == false
    assert .candidate (""xywyx"") == true
    assert .candidate (""xywyz"") == false
    assert .candidate (""xywzx"") == false

end
.check (is_palindrome)",
HumanEval_114_convert.evy,,
HumanEval_16_convert.evy,"func count_distinct_characters:int string:string
    //"" Given a string, find out how many distinct characters (regardless of case) does it consist of
    //    >>> count_distinct_characters('xyzXYZ')
    //    3
    //    >>> count_distinct_characters('Jerry')
    //    4
    //    ""
    return .len (.set (string_.lower ()))

end
METADATA := {""author"":""jt"" ""dataset"":""test""}
func checkcandidate
    assert .candidate ("""") == 0
    assert .candidate (""abcde"") == 5
    assert .candidate (""abcde"" + ""cade"" + ""CADE"") == 5
    assert .candidate (""aaaaAAAAaaaa"") == 1
    assert .candidate (""Jerry jERRY JeRRRY"") == 5

end
.check (count_distinct_characters)",
HumanEval_66_convert.evy,,
HumanEval_101_convert.evy,"func words_strings
    //""
    //    You will be given a string of words separated by commas or spaces. Your task is
    //    to split the string into words and return an array of the words.
    //    
    //    For example:
    //    words_string(""Hi, my name is John"") == [""Hi"", ""my"", ""name"", ""is"", ""John""]
    //    words_string(""One, two, three, four, five, six"") == [""One"", ""two"", ""three"", ""four"", ""five"", ""six""]
    //    ""
    if !s
        return []
    end
    s_list := []
        if letter == "",""
            s_list = s_list + ["" ""]
            s_list = s_list + [letter]
        else
            s_list = s_list + [letter]
        end
    end
    s_list = (join s_list """")
    return s_list.split ()

end
func checkcandidate
    assert true
    assert .candidate (""Hi, my name is John"") == [""Hi"" ""my"" ""name"" ""is"" ""John"" ]
    assert .candidate (""One, two, three, four, five, six"") == [""One"" ""two"" ""three"" ""four"" ""five"" ""six"" ]
    assert .candidate (""Hi, my name"") == [""Hi"" ""my"" ""name"" ]
    assert .candidate (""One,, two, three, four, five, six,"") == [""One"" ""two"" ""three"" ""four"" ""five"" ""six"" ]
    assert true
    assert .candidate ("""") == []
    assert .candidate (""ahmed     , gamal"") == [""ahmed"" ""gamal"" ]

end
.check (words_string)",
HumanEval_8.evy,"func sum_product:[]num numbers:[]num
    sum_value := 0
    prod_value := 1
    for number := range numbers
        sum_value = sum_value + number
        prod_value = prod_value * number
    end
    return [sum_value prod_value]
end
func check
    assert [0 1] (sum_product [])
    assert [3 1] (sum_product [1 1 1])
    assert [100 0] (sum_product [100 0])
    assert [15 105] (sum_product [3 5 7])
    assert [10 10] (sum_product [10])
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if (sprintf ""%v"" want) != (sprintf ""%v"" got)
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished
",
HumanEval_73_convert.evy,"func smallest_changearr
    //""
    //    Given an array arr of integers, find the minimum number of elements that
    //    need to be changed to make the array palindromic. A palindromic array is an array that
    //    is read the same backwards and forwards. In one change, you can change one element to any other element.
    //
    //    For example:
    //    smallest_change([1,2,3,5,4,7,9,6]) == 4
    //    smallest_change([1, 2, 3, 4, 3, 2, 2]) == 1
    //    smallest_change([1, 2, 3, 2, 1]) == 0
    //    ""
    ans := 0
        if arri != arr.len (arr) - i - 1
            ans = ans + 1
        end
    end
    return ans

end
func checkcandidate
    assert .candidate ([1 2 3 5 4 7 9 6 ]) == 4
    assert .candidate ([1 2 3 4 3 2 2 ]) == 1
    assert .candidate ([1 4 2 ]) == 1
    assert .candidate ([1 4 4 2 ]) == 1
    assert .candidate ([1 2 3 2 1 ]) == 0
    assert .candidate ([3 1 1 3 ]) == 0
    assert .candidate ([1 ]) == 0
    assert .candidate ([0 1 ]) == 1

end
.check (smallest_change)",
HumanEval_143_convert.evy,"func words_in_sentencesentence
    //""
    //    You are given a string representing a sentence,
    //    the sentence contains some words separated by a space,
    //    and you have to return a string that contains the words from the original sentence,
    //    whose lengths are prime numbers,
    //    the order of the words in the new string should be the same as the original one.
    //
    //    Example 1:
    //        Input: sentence = ""This is a test""
    //        Output: ""is""
    //
    //    Example 2:
    //        Input: sentence = ""lets go for swimming""
    //        Output: ""go for""
    //
    //    Constraints:
    //        * 1 <= len(sentence) <= 100
    //        * sentence contains only letters
    //    ""
    new_lst := []
        flg := 0
        if .len (word) == 1
            flg = 1
        end
            if .len (word) % i == 0
                flg = 1
            end
        end
        if flg == 0 .len (word) == 2 or
            new_lst = new_lst + [word]
        end
    end
    return (join new_lst "" "")

end
func checkcandidate
    assert .candidate (""This is a test"") == ""is""
    assert .candidate (""lets go for swimming"") == ""go for""
    assert .candidate (""there is no place available here"") == ""there is no place""
    assert .candidate (""Hi I am Hussein"") == ""Hi am Hussein""
    assert .candidate (""go for it"") == ""go for it""
    assert .candidate (""here"") == """"
    assert .candidate (""here is"") == ""is""

end
.check (words_in_sentence)",
HumanEval_41_convert.evy,"func car_race_collisionn:int
    //""
    //    Imagine a road that's a perfectly straight infinitely long line.
    //    n cars are driving left to right;  simultaneously, a different set of n cars
    //    are driving right to left.   The two sets of cars start out being very far from
    //    each other.  All cars move in the same speed.  Two cars are said to collide
    //    when a car that's moving left to right hits a car that's moving right to left.
    //    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    //    in their trajectory as if they did not collide.
    //
    //    This function outputs the number of such collisions.
    //    ""
    return pow n 2

end
METADATA := {}
func checkcandidate
    assert .candidate (2) == 4
    assert .candidate (3) == 9
    assert .candidate (4) == 16
    assert .candidate (8) == 64
    assert .candidate (10) == 100

end
.check (car_race_collision)",
HumanEval_4_convert.evy,,
HumanEval_31_convert.evy,"func is_primen
    //""Return true if a given number is prime, and false otherwise.
    //    >>> is_prime(6)
    //    False
    //    >>> is_prime(101)
    //    True
    //    >>> is_prime(11)
    //    True
    //    >>> is_prime(13441)
    //    True
    //    >>> is_prime(61)
    //    True
    //    >>> is_prime(4)
    //    False
    //    >>> is_prime(1)
    //    False
    //    ""
    if n < 2
        return false
    end
        if n % k == 0
            return false
        end
    end
    return true

end
METADATA := {}
func checkcandidate
    assert .candidate (6) == false
    assert .candidate (101) == true
    assert .candidate (11) == true
    assert .candidate (13441) == true
    assert .candidate (61) == true
    assert .candidate (4) == false
    assert .candidate (1) == false
    assert .candidate (5) == true
    assert .candidate (11) == true
    assert .candidate (17) == true
    assert .candidate (5 * 17) == false
    assert .candidate (11 * 7) == false
    assert .candidate (13441 * 19) == false

end
.check (is_prime)",
HumanEval_133_convert.evy,"func sum_squareslst
    //""You are given a list of numbers.
    //    You need to return the sum of squared numbers in the given list,
    //    round each element in the list to the upper int(Ceiling) first.
    //    Examples:
    //    For lst = [1,2,3] the output should be 14
    //    For lst = [1,4,9] the output should be 98
    //    For lst = [1,3,5,7] the output should be 84
    //    For lst = [1.4,4.2,0] the output should be 29
    //    For lst = [-2.4,1,1] the output should be 6
    //    
    //
    //    ""
    
    squared := 0
        squared = squared + pow math.ceil (i) 2
    end
    return squared

end
func checkcandidate
    assert .candidate ([1 2 3 ]) == 14
    assert .candidate ([1.0 2 3 ]) == 14
    assert .candidate ([1 3 5 7 ]) == 84
    assert .candidate ([1.4 4.2 0 ]) == 29
    assert .candidate ([-2.4 1 1 ]) == 6
    assert .candidate ([100 1 15 2 ]) == 10230
    assert .candidate ([10000 10000 ]) == 200000000
    assert .candidate ([-1.4 4.6 6.3 ]) == 75
    assert .candidate ([-1.4 17.9 18.9 19.9 ]) == 1086
    assert .candidate ([0 ]) == 0
    assert .candidate ([-1 ]) == 1
    assert .candidate ([-1 1 0 ]) == 2

end
.check (sum_squares)",
HumanEval_92_convert.evy,"func any_intx y z
    //""
    //    Create a function that takes 3 numbers.
    //    Returns true if one of the numbers is equal to the sum of the other two, and all numbers are integers.
    //    Returns false in any other cases.
    //    
    //    Examples
    //    any_int(5, 2, 7) ➞ True
    //    
    //    any_int(3, 2, 2) ➞ False
    //
    //    any_int(3, -2, 1) ➞ True
    //    
    //    any_int(3.6, -2.2, 2) ➞ False
    //  
    //
    //    
    //    ""
    if .isinstance (x int) .isinstance (y int) .isinstance (z int) and
        if x + y == z x + z == y y + z == x or
            return true
        end
        return false
    end
    return false

end
func checkcandidate
    assert .candidate (2 3 1) == true
    assert .candidate (2.5 2 3) == false
    assert .candidate (1.5 5 3.5) == false
    assert .candidate (2 6 2) == false
    assert .candidate (4 2 2) == true
    assert .candidate (2.2 2.2 2.2) == false
    assert .candidate (-4 6 2) == true
    assert .candidate (2 1 1) == true
    assert .candidate (3 4 7) == true
    assert .candidate (3.0 4 7) == false

end
.check (any_int)",
HumanEval_9.evy,"func rolling_max:[]num numbers:[]num
    if numbers == []
        return []
    end
    running_max := numbers[0]
    result:[]num
    for number := range numbers
        if number > running_max
            running_max = number
        end
        result = result + [running_max]
    end
    return result
end
func check
    assert [] (rolling_max [])
    assert [1 2 3 4] (rolling_max [1 2 3 4])
    assert [4 4 4 4] (rolling_max [4 3 2 1])
    assert [3 3 3 100 100] (rolling_max [3 2 3 100 3])
end
func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if (sprintf ""%v"" want) != (sprintf ""%v"" got)
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished
",
HumanEval_106_convert.evy,"func fn
    //"" Implement the function f that takes n as a parameter,
    //    and returns a list of size n, such that the value of the element at index i is the factorial of i if i is even
    //    or the sum of numbers from 1 to i otherwise.
    //    i starts from 1.
    //    the factorial of i is the multiplication of the numbers from 1 to i (1 * 2 * ... * i).
    //    Example:
    //    f(5) == [1, 2, 6, 24, 15]
    //    ""
    ret := []
        if i % 2 == 0
            x := 1
                x = x * j
            end
            ret = ret + [x ]
            0
            x = x + j
            [x ]
        else
            x = 0
                x = x + j
            end
            ret = ret + [x ]
        end
    end
    return ret

end
func checkcandidate
    assert .candidate (5) == [1 2 6 24 15 ]
    assert .candidate (7) == [1 2 6 24 15 720 28 ]
    assert .candidate (1) == [1 ]
    assert .candidate (3) == [1 2 6 ]

end
.check (f)",
HumanEval_11.evy,"func string_xor:string a:string b:string
    res:string
    for i := range (len a)
        if a[i] == b[i]
            res = res + ""0""
        else
            res = res + ""1""
        end
    end
    return res
end
func check
    assert ""010010"" (string_xor ""111000"" ""101010"")
    assert ""0"" (string_xor ""1"" ""1"")
    assert ""0101"" (string_xor ""0101"" ""0000"")
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if (sprintf ""%v"" want) != (sprintf ""%v"" got)
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished
",
HumanEval_4.evy,"func mean_absolute_deviation:num numbers:[]num
    mean := (sum numbers) / (len numbers)
    stdev := 0
    for number := range numbers
        stdev = stdev + (abs (number - mean))
    end
    return stdev / (len numbers)
end
func check
    assert true ((abs ((mean_absolute_deviation [1.0 2.0 3.0]) - 2.0 / 3.0))< 0.000001)
    assert true ((abs ((mean_absolute_deviation [1.0 2.0 3.0 4.0]) - 1.0))< 0.000001)
    assert true ((abs ((mean_absolute_deviation [1.0 2.0 3.0 4.0 5.0]) - 6.0 / 5.0) )< 0.000001)
end
func sum:num numbers:[]num
    total := 0
    for number := range numbers
        total = total + number
    end
    return total
end
func abs:num x:num
    if x < 0
        return -x
    end
    return x
end
fails := 0
total := 0
func assert want:any got:any
    total = total + 1
    if want != got
        fails = fails + 1
        printf ""want != got: want %v got %v\n"" want got
    end
end
func finished
    printf ""%v of %v tests passed\n"" (total - fails) total
end
check
finished",
HumanEval_74_convert.evy,"func total_matchlst1 lst2
    //""
    //    Write a function that accepts two lists of strings and returns the list that has 
    //    total number of chars in the all strings of the list less than the other list.
    //
    //    if the two lists have the same number of chars, return the first list.
    //
    //    Examples
    //    total_match([], []) ➞ []
    //    total_match(['hi', 'admin'], ['hI', 'Hi']) ➞ ['hI', 'Hi']
    //    total_match(['hi', 'admin'], ['hi', 'hi', 'admin', 'project']) ➞ ['hi', 'admin']
    //    total_match(['hi', 'admin'], ['hI', 'hi', 'hi']) ➞ ['hI', 'hi', 'hi']
    //    total_match(['4'], ['1', '2', '3', '4', '5']) ➞ ['4']
    //    ""
    l1 := 0
        l1 = l1 + .len (st)
    end
    l2 := 0
        l2 = l2 + .len (st)
    end
    if l1 <= l2
        return lst1
        lst2
    else
        return lst2
    end

end
func checkcandidate
    assert true
    assert .candidate ([] []) == []
    assert .candidate ([""hi"" ""admin"" ] [""hi"" ""hi"" ]) == [""hi"" ""hi"" ]
    assert .candidate ([""hi"" ""admin"" ] [""hi"" ""hi"" ""admin"" ""project"" ]) == [""hi"" ""admin"" ]
    assert .candidate ([""4"" ] [""1"" ""2"" ""3"" ""4"" ""5"" ]) == [""4"" ]
    assert .candidate ([""hi"" ""admin"" ] [""hI"" ""Hi"" ]) == [""hI"" ""Hi"" ]
    assert .candidate ([""hi"" ""admin"" ] [""hI"" ""hi"" ""hi"" ]) == [""hI"" ""hi"" ""hi"" ]
    assert .candidate ([""hi"" ""admin"" ] [""hI"" ""hi"" ""hii"" ]) == [""hi"" ""admin"" ]
    assert true
    assert .candidate ([] [""this"" ]) == []
    assert .candidate ([""this"" ] []) == []

end
.check (total_match)",
HumanEval_89_convert.evy,"func encrypts
    //""Create a function encrypt that takes a string as an argument and
    //    returns a string encrypted with the alphabet being rotated. 
    //    The alphabet should be rotated in a manner such that the letters 
    //    shift down by two multiplied to two places.
    //    For example:
    //    encrypt('hi') returns 'lm'
    //    encrypt('asdfghjkl') returns 'ewhjklnop'
    //    encrypt('gf') returns 'kj'
    //    encrypt('et') returns 'ix'
    //    ""
    d := ""abcdefghijklmnopqrstuvwxyz""
    out := """"
        if (has d c)
            out = out + dd.index (c) + 2 * 2 % 26
            c
        else
            out = out + c
        end
    end
    return out

end
func checkcandidate
    assert .candidate (""hi"") == ""lm""
    assert .candidate (""asdfghjkl"") == ""ewhjklnop""
    assert .candidate (""gf"") == ""kj""
    assert .candidate (""et"") == ""ix""
    assert .candidate (""faewfawefaewg"") == ""jeiajeaijeiak""
    assert .candidate (""hellomyfriend"") == ""lippsqcjvmirh""
    assert .candidate (""dxzdlmnilfuhmilufhlihufnmlimnufhlimnufhfucufh"") == ""hbdhpqrmpjylqmpyjlpmlyjrqpmqryjlpmqryjljygyjl""
    assert .candidate (""a"") == ""e""

end
.check (encrypt)",
HumanEval_128_convert.evy,"func prod_signsarr
    //""
    //    You are given an array arr of integers and you need to return
    //    sum of magnitudes of integers multiplied by product of all signs
    //    of each number in the array, represented by 1, -1 or 0.
    //    Note: return None for empty arr.
    //
    //    Example:
    //    >>> prod_signs([1, 2, 2, -4]) == -9
    //    >>> prod_signs([0, 1]) == 0
    //    >>> prod_signs([]) == None
    //    ""
    if !arr
        return nil
    end
    prod := None
    if (has arr 0)
    prod = 0
    else 
       prod = pow -1 .len (.list (.filter (__lambda_0 arr)))
    end
    return prod * .sum (__evy_listcomp_ := []
    for i := arr:
    )

end
func checkcandidate
    assert true
    assert .candidate ([1 2 2 -4 ]) == -9
    assert .candidate ([0 1 ]) == 0
    assert .candidate ([1 1 1 2 3 -1 1 ]) == -10
    assert .candidate ([]) == nil
    assert .candidate ([2 4 1 2 -1 -1 9 ]) == 20
    assert .candidate ([-1 1 -1 1 ]) == 4
    assert .candidate ([-1 1 1 1 ]) == -4
    assert .candidate ([-1 1 1 0 ]) == 0
    assert true

end
.check (prod_signs)",
