input-text,id,output-text,input-evy,input-python,output-evy
"How can I concatenate two strings in Evy?
",manual_78,,,,"message := ""Hello, "" + ""world!""
print message
"
"How do I print formatted output in Evy?
",manual_205,,,,"name := ""Alice""
age := 30
printf ""Name: %v, Age: %v\n"" name age

"
"Can you convert this python to evy for me?
",manual_194,,,"x = 10
y = 5
print(x > y)
print(x < y)
print(x == y)
print(x != y)
print(x > 5 and y < 10)
print(x > 5 or y > 10)
print(not (x > 5))


","x := 10
y := 5
print ((x > y))
print ((x < y))
print ((x == y))
print ((x != y))
print ((x > 5 and y < 10))
print ((x > 5 or y > 10))
print ((!((x > 5))))
"
"How do I terminate an Evy program with a specific status code?
",manual_16,"xit
",,,
"What function calculates the value of a number raised to the power of another number in Evy?
",manual_40,"w
",,,
"What is the purpose of the 'move' event handler?
",manual_67,"move is called when the pointer is moved.
",,,
"Show me how to declare a variable of type number in Evy.
",manual_72,"x: num
print x
",,,
"What are the main categories of built-in functions in Evy?
",manual_5,"Input and Output, Types, Map, Program control, Conversion, Errors, String, Random, Math, Graphics, Event Handlers
",,,
"What is the difference between 'sprint' and 'sprintf'?
",manual_23,"sprint returns a string representation of arguments separated by a single space, while sprintf returns a formatted string representation according to a format string.
",,,
"How do I use a while loop to print numbers from 1 to 5 in Evy?
",manual_207,,,,"i := 1
while i <= 5
    print i
    i = i + 1
end
"
"How do I check if two maps are equal in Evy?
",manual_212,,,,"person1 := {name:""Alice"" age:30 city:""New York""}
person2 := {name:""Alice"" age:30 city:""New York""}
person3 := {name:""Bob"" age:25 city:""London""}
print person1==person2 // Prints: true
print person1==person3 // Prints: false
"
"How do I create a function in Evy that multiplies two numbers and returns the result?
",manual_85,,,,"func multiply:num a:num b:num
    return a * b
end
"
"How can I use recursion in Evy to generate the Fibonacci sequence?
",manual_222,,,,"func fibonacci:num n:num
    if n == 0
        return 0
    else if n == 1
        return 1
    else
        return (fibonacci n-1) + (fibonacci n-2)
    end
end

for i := range 10
    print (fibonacci i) // Prints the first 10 Fibonacci numbers
end
"
"Can you fix this evy code for me?


// We have two special characters. The first character can be represented by one bit 0. The second character can be represented by two bits (10 or 11).
// Now given a string represented by several bits. Return whether the last character must be a one-bit character or not. The given string will always end with a zero.
//
// Example 1:
// Input:
// bits = [1, 0, 0]
// Output: True
// Explanation:
// The only way to decode it is two-bit character and one-bit character. So the last character is one-bit character.
// Example 2:
// Input:
// bits = [1, 1, 1, 0]
// Output: False
// Explanation:
// The only way to decode it is two-bit character and two-bit character. So the last character is NOT one-bit character.
// Note:
//
// 1 <= len(bits) <= 1000.
// bits[i] is always 0 or 1.
//
// https://leetcode.com/problems/1-bit-and-2-bit-characters/solution/
func isOneBitCharacter:bool bits:[]num
    pos := 0
    while pos < (len bits) - 1
        pos = pos + bits[pos] + 1
    end
    return pos == (len bits) - 1
end

func test
    assert (isOneBitCharacter [1 0 0])
    assert not (isOneBitCharacter [1 1 1 0])
end


",manual_237,,,,"// We have two special characters. The first character can be represented by one bit 0. The second character can be represented by two bits (10 or 11).
// Now given a string represented by several bits. Return whether the last character must be a one-bit character or not. The given string will always end with a zero.
//
// Example 1:
// Input:
// bits = [1, 0, 0]
// Output: True
// Explanation:
// The only way to decode it is two-bit character and one-bit character. So the last character is one-bit character.
// Example 2:
// Input:
// bits = [1, 1, 1, 0]
// Output: False
// Explanation:
// The only way to decode it is two-bit character and two-bit character. So the last character is NOT one-bit character.
// Note:
//
// 1 <= len(bits) <= 1000.
// bits[i] is always 0 or 1.
//
// https://leetcode.com/problems/1-bit-and-2-bit-characters/solution/
func isOneBitCharacter:bool bits:[]num
    pos := 0
    while pos < (len bits) - 1
        pos = pos + bits[pos] + 1
    end
    return pos == (len bits) - 1
end

func test
    assert true (isOneBitCharacter [1 0 0])
    assert false (isOneBitCharacter [1 1 1 0])
end
test
"
"Can you convert this to evy for me?


class Solution(object):
    # def peakIndexInMountainArray(self, A):
    #     """"""
    #     :type A: List[int]
    #     :rtype: int
    #     """"""
    #     i = 0
    #     while A[i + 1] >= A[i]:
    #         i += 1
    #     return i

    def peakIndexInMountainArray(self, A):
        lo, hi = 0, len(A) - 1
        while lo < hi:
            mid = (lo + hi) / 2
            if A[mid] < A[mid + 1]:
                lo = mid + 1
            else:
                hi = mid
        return lo


",manual_238,,,,"func peakIndexInMountainArray:num A:[]num
    lo := 0
    hi := (len A) - 1
    while lo < hi
        mid := floor ((lo + hi) / 2)
        if A[mid] < A[mid + 1]
            lo = mid + 1
        else
            hi = mid
        end
    end
    return lo
end

func test
    print 1 (peakIndexInMountainArray [0 1 0])
    print 1 (peakIndexInMountainArray [0 2 1 0])
    print 2 (peakIndexInMountainArray [0 1 2 3 4 5 4 3 2 1 0])
end
test
"
"How can I find the length of a string, array, or map in Evy?
",manual_11,"len
",,,
"How do I define a function in Evy that takes two numbers and returns their sum?
",manual_199,,,,"func add:num x:num y:num
    return x + y
end

print (add 1 2) // calling the function
"
"What function returns a random floating point number less than 1 in Evy?
",manual_34,,,,"rand1
"
"Give me an example of declaring and initializing an array of numbers in Evy.
",manual_75,"numbers := [1 2 3]
print numbers",,,
"What function sets the shape of the ends of lines in Evy?
",manual_60,"linecap
",,,
"Can you correct this code?

i:num = 1
while i <= 5
    print i
    i = i + 1
",manual_208,,,,"i := 1
while i <= 5
    print i
    i = i + 1
end
"
"What function draws polylines and polygons in Evy?
",manual_56,"ly
",,,
"How often is the 'animate' event handler called?
",manual_68,"animate gets called periodically around 60 times per second.
",,,
"How do I check the equality of two arrays in Evy?
",manual_215,,,,"arr1 := [1 2 3]
arr2 := [1 2 3]
arr3 := [1 2 4]
print arr1==arr2 // Prints: true
print arr1==arr3 // Prints: false
"
"How do I find the smaller of two numbers in Evy?
",manual_35,"min
",,,
"What function converts a string to a boolean in Evy?
",manual_19,"str2bool
",,,
"How do I sort an array of numbers in descending order?
",manual_230,,,,"func sort_descending:[]num arr:[]num
    // Bubble sort
    for endIdx := range (len arr)-1 0 -1
        for i := range endIdx
            if arr[i] < arr[i + 1]
                tmp := arr[i]
                arr[i] = arr[i + 1]
                arr[i + 1] = tmp
            end
        end
    end
    return arr
end

numbers := [5 2 4 1 3]
numbers = sort_descending numbers
print numbers // Prints: [5 4 3 2 1]
"
"How do I calculate the average of all numbers in an array?
",manual_225,,,,"func average:num nums:[]num
    sum := 0
    for n := range nums
        sum = sum + n
    end
    return sum / (len nums)
end

print (average [1 2 3 4 5])

"
"Show me how to loop over the items in an array in Evy.
",manual_82,,,,"for item := range [""apple"" ""banana"" ""orange""]
    print item
end
"
"What is the difference between a function and an event in Evy?
",manual_2,"Functions are self-contained blocks of code that perform a specific task. Events are notifications that are sent to a program when something happens, such as when a user moves the mouse or presses a key.
",,,
"When is the 'input' event handler called?
",manual_69,"input is called when the value of an input element changes.
",,,
"How do I check if a string is empty in Evy?
",manual_201,,,,"str := """"
if str == """"
    print ""String is empty""
else
    print ""String is not empty""
end
"
"How do I declare a variable inside a function in Evy?
",manual_214,,,,"func square:num x:num
    y := x * x
    return y
end
result := square 4
print result // Prints: 16
"
"How do I replace all occurrences of a substring with another substring in a string in Evy?
",manual_32,"replace
",,,
"How can I iterate over the key-value pairs in a map using a for loop in Evy?
",manual_83,,,,"m := {foo:""bar"" blah:1}
for key := range m
    print key m[key]
end

"
"How can I set the line dash pattern in Evy?
",manual_59,,,,"dash
"
"How do I find the minimum value in an array of numbers?
",manual_224,,,,"func minElem:num nums:[]num
    result := nums[0]
    for n := range nums[1:]
        if result > n
            result = n
        end
    end
    return result
end

print (minElem [1 2 3 4])
"
"How do I reverse an array of numbers?
",manual_231,,,,"func reverse_array:[]num arr:[]num
    result:[]num
    for i := range (len arr)-1 -1 -1
        result = result + [arr[i]]
    end
    return result
end

numbers := [1 2 3 4 5]
numbers = reverse_array numbers
print numbers // Prints: [5 4 3 2 1]

"
"What function draws a line from the current pen position to given coordinates in Evy?
",manual_48,"line
",,,
"Can you convert this python to evy for me?
",manual_172,,,"for i := 0; i < 5; i++
becomes

for i in range(5):
    print(""for"", i)

count := 0
for count < 5 {

becomes

count = 0
while count < 5:

for i := 1; i < 4; i++

and becomes

for i in range(1, 4):


    for j in range(1, 4):
        if i != j:
            print(f""({i}, {j})"")


","for i := range 0 5 1
    print (""for"") (i)
end
count := 0
while (count < 5)
    print (""while"") (count)
    count = count + 1
end
for i := range 1 4 1
    for j := range 1 4 1
        if (i != j)
            printf (""(%v, %v)\n"") (i) (j)
        end
    end
end
"
"How can I change the color of the pen in Evy?
",manual_51,"color or colour
",,,
"Can you convert this python to evy for me?
",manual_116,,,"class Node:
    def __init__(self):
        self.next = {}
        self.is_end = False

class Trie:
    def __init__(self):
        self.data = Node()

    def insert(self, word: str) -> None:
        node = self.data
        for ch in word:
            if ch not in node.next:
                node.next[ch] = Node()
            node = node.next[ch]
        node.is_end = True

    def search(self, word: str) -> bool:
        node = self.data
        for ch in word:
            if ch not in node.next:
                return False
            node = node.next[ch]
        return node.is_end

    def startsWith(self, prefix: str) -> bool:
        node = self.data
        for ch in prefix:
            if ch not in node.next:
                return False
            node = node.next[ch]
        return True

def test():
    trie = Trie()
    trie.insert(""apple"")
    assert(trie.search(""apple""))
    assert(not trie.search(""app""))
    assert(trie.startsWith(""app""))
    trie.insert(""app"")
    assert(trie.search(""app""))

test()

","func Node:{}any
    self:{}any
    self.next = {}
    self.isend = false
    return self
end

func Trie:{}any
    self:{}any
    self.data = (Node)
    return self
end

func insert self:{}any word:string
    node:{}any
    node = self.data.({}any)
    for ch := range word
        next := node.next.({}any)
        if !(has next ch)
            next[ch] = (Node)
        end
        node = next[ch].({}any)
    end
    node.isend = true
end

func search:bool self:{}any word:string
    node:{}any
    node = self.data.({}any)
    for ch := range word
        next := node.next.({}any)
        if !(has next ch)
            return false
        end
        node = next[ch].({}any)
    end
    return node.isend.(bool)
end

func startsWith:bool self:{}any prefix:string
    node:{}any
    node = self.data.({}any)
    for ch := range prefix
        next := node.next.({}any)
        if !(has next ch)
            return false
        end
        node = next[ch].({}any)
    end
    return true
end

func test
    trie := (Trie)
    insert trie ""apple""
    assert true==(search trie ""apple"")
    assert false==(search trie ""app"")
    assert true==(startsWith trie ""app"")
    insert trie ""app""
    assert true==(search trie ""app"")
end
"
